"","analysis_type","label_information","label_group_var_1","label_group_var_value_1"
"35","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","NA"
"36","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","0"
"37","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","1"
"38","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","NA"
"39","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","0"
"40","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","1"
"41","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","Population group","idp"
"42","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","Population group","ndsp"
"43","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","Population group","ocap"
"44","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","Population group","ret"
"45","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","0"
"46","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","1"
"47","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","0"
"48","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","1"
