"","analysis_type","label_information","label_group_var_1","label_group_var_value_2"
"18","prop_select_one","Child participating in income generating activities outside of the home","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"19","prop_select_one","Lack of appropriate and accessible school","population_group","Overall"
"20","prop_select_one","Lack of appropriate and accessible school","population_group","Girls"
"21","prop_select_one","Lack of appropriate and accessible school","population_group","Boys"
"22","prop_select_one","Lack of appropriate and accessible school","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"23","prop_select_one","Lack of appropriate and accessible school","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"24","prop_select_one","Lack of appropriate and accessible school","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"25","prop_select_one","Lack of appropriate and accessible school","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"26","prop_select_one","Lack of appropriate and accessible school","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"27","prop_select_one","Lack of appropriate and accessible school","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"28","prop_select_one","The child's disability or health issues prevents them from accessing school","population_group","Overall"
"29","prop_select_one","The child's disability or health issues prevents them from accessing school","population_group","Girls"
"30","prop_select_one","The child's disability or health issues prevents them from accessing school","population_group","Boys"
"31","prop_select_one","The child's disability or health issues prevents them from accessing school","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"32","prop_select_one","The child's disability or health issues prevents them from accessing school","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"33","prop_select_one","The child's disability or health issues prevents them from accessing school","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"34","prop_select_one","The child's disability or health issues prevents them from accessing school","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"35","prop_select_one","The child's disability or health issues prevents them from accessing school","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"36","prop_select_one","The child's disability or health issues prevents them from accessing school","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"37","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","population_group","Overall"
"38","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","population_group","Girls"
"39","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","population_group","Boys"
"40","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"41","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"42","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"43","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"44","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"45","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"46","prop_select_one","other","population_group","Overall"
"47","prop_select_one","other","population_group","Girls"
"48","prop_select_one","other","population_group","Boys"
"49","prop_select_one","other","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"50","prop_select_one","other","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"51","prop_select_one","other","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"52","prop_select_one","other","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"53","prop_select_one","other","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"54","prop_select_one","other","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"55","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","population_group","Overall"
"56","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","population_group","Girls"
"57","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","population_group","Boys"
"58","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"59","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"60","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"61","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"62","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"63","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
