"","analysis_type","label_information","label_group_var_1","label_group_var_value_2"
"53","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"54","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded",NA
"55","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","Population group","Overall"
"56","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","Population group","Girls"
"57","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","Population group","Boys"
"58","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","Population group",NA
"59","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"60","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"61","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"62","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL",NA
"63","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"64","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"65","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"66","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded",NA
"67","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","Population group","Overall"
"68","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","Population group","Girls"
"69","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","Population group","Boys"
"70","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"71","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"72","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"73","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"74","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"75","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
