"","analysis_type","label_information","label_group_var_1","label_group_var_value_1"
"34","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","1"
"35","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","NA"
"36","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","0"
"37","prop_select_one","There is a lack of interest/Education is not a priority either for the child or the household","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","1"
"38","prop_select_one","School has been closed due to conflict","Population group","idp"
"39","prop_select_one","School has been closed due to conflict","Population group","ndsp"
"40","prop_select_one","School has been closed due to conflict","Population group","ocap"
"41","prop_select_one","School has been closed due to conflict","Population group","ret"
"42","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","NA"
"43","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","0"
"44","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","1"
"45","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","NA"
"46","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","0"
"47","prop_select_one","School has been closed due to conflict","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","1"
"48","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","Population group","idp"
"49","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","Population group","ndsp"
"50","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","Population group","ocap"
"51","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","Population group","ret"
"52","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","NA"
"53","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","0"
"54","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","1"
"55","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","NA"
"56","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","0"
"57","prop_select_one","% of school-aged children  who did not attend school or any early childhood education program at any time during the 2023-2024 school year","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","1"
"58","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","Population group","idp"
"59","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","Population group","ndsp"
"60","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","Population group","ocap"
"61","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","Population group","ret"
"62","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","NA"
"63","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","0"
"64","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","1"
"65","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","NA"
"66","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","0"
"67","prop_select_one","% of school-aged children not attending school or any early childhood education program at any time during the 2023-2024 school year, by main reason","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","1"
