"","analysis_type","label_information","label_group_var_1","label_group_var_value_2"
"14","prop_select_one","% of school-aged children whose education was disrupted due to teacher's absence","Population group","Girls"
"15","prop_select_one","% of school-aged children whose education was disrupted due to teacher's absence","Population group","Boys"
"16","prop_select_one","% of school-aged children whose education was disrupted due to teacher's absence","Population group",NA
"17","prop_select_one","% of school-aged children whose education was disrupted due to teacher's absence","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"18","prop_select_one","% of school-aged children whose education was disrupted due to teacher's absence","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"19","prop_select_one","% of school-aged children whose education was disrupted due to teacher's absence","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"20","prop_select_one","% of school-aged children whose education was disrupted due to teacher's absence","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL",NA
"21","prop_select_one","% of school-aged children whose education was disrupted due to teacher's absence","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"22","prop_select_one","% of school-aged children whose education was disrupted due to teacher's absence","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"23","prop_select_one","% of school-aged children whose education was disrupted due to teacher's absence","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"24","prop_select_one","% of school-aged children whose education was disrupted due to teacher's absence","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded",NA
"25","prop_select_one","% of school-aged children whose education was disrupted due to natural hazards","Population group","Overall"
"26","prop_select_one","% of school-aged children whose education was disrupted due to natural hazards","Population group","Girls"
"27","prop_select_one","% of school-aged children whose education was disrupted due to natural hazards","Population group","Boys"
"28","prop_select_one","% of school-aged children whose education was disrupted due to natural hazards","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"29","prop_select_one","% of school-aged children whose education was disrupted due to natural hazards","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"30","prop_select_one","% of school-aged children whose education was disrupted due to natural hazards","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"31","prop_select_one","% of school-aged children whose education was disrupted due to natural hazards","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"32","prop_select_one","% of school-aged children whose education was disrupted due to natural hazards","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"33","prop_select_one","% of school-aged children whose education was disrupted due to natural hazards","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"34","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","Population group","Overall"
"35","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","Population group","Girls"
"36","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","Population group","Boys"
"37","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"38","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"39","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"40","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"41","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"42","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by displaced persons","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
"43","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","Population group","Overall"
"44","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","Population group","Girls"
"45","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","Population group","Boys"
"46","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Overall"
"47","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Girls"
"48","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","% of school-aged children with disability 3 -  the level of inclusion is any 1 domain/question is coded A LOT OF DIFFICULTY or CANNOT DO AT ALL","Boys"
"49","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Overall"
"50","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Girls"
"51","prop_select_one","% of school-aged children whose education was disrupted due to the school being occupied by armed groups","% of school-aged children with disability 2 -  the level of inclusion is at least 2 domains/questions are coded SOME DIFFICULTY or any 1 domain/question is coded","Boys"
